"Result  :  Query Result"
"Save Time: 08/27/2019 13:38:19"

"User Name:tec80591227"

"Total 22,464   Records"

"Start Time","Period","NE Name","BSC6900UCell","VS.MeanRTWP (dBm)"
08/20/2019 01:00:00,30,"RNCCBAA","Label=WBGL11, CellID=48684",-106.619
08/20/2019 01:00:00,30,"RNCCBAA","Label=WBGL43, CellID=48683",-104.208
08/20/2019 01:00:00,30,"RNCCBAA","Label=WBGL42, CellID=48682",-105.822
08/20/2019 01:00:00,30,"RNCCBAA","Label=WBGL41, CellID=48681",-106.83
08/20/2019 01:00:00,30,"RNCCBAA","Label=WBGL47, CellID=18683",-106.965
08/20/2019 01:00:00,30,"RNCCBAA","Label=WBGL46, CellID=18682",-100.147
08/20/2019 01:00:00,30,"RNCCBAA","Label=WBGL45, CellID=18681",-106.296
08/20/2019 01:00:00,30,"RNCCBAA","Label=WFSO73, CellID=17876",-105.877
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCN43, CellID=48673",-105.743
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCN42, CellID=48672",-106.721
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCN41, CellID=48671",-105.774
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCN47, CellID=18673",-102.819
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCN46, CellID=18672",-92.416
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCN45, CellID=18671",-96.015
08/20/2019 01:30:00,30,"RNCCBAA","Label=WTBV43, CellID=47853",-87.931
08/20/2019 01:30:00,30,"RNCCBAA","Label=WTBV42, CellID=47852",-100.415
08/20/2019 01:30:00,30,"RNCCBAA","Label=WTBV41, CellID=47851",-90.085
08/20/2019 01:30:00,30,"RNCCBAA","Label=WTBV73, CellID=17856",-105.643
08/20/2019 01:30:00,30,"RNCCBAA","Label=WTBV72, CellID=17855",-106.778
08/20/2019 01:30:00,30,"RNCCBAA","Label=WTBV71, CellID=17854",-106.769
08/20/2019 01:30:00,30,"RNCCBAA","Label=WTBV47, CellID=17853",-105.278
08/20/2019 01:30:00,30,"RNCCBAA","Label=WTBV46, CellID=17852",-106.096
08/20/2019 01:30:00,30,"RNCCBAA","Label=WTBV45, CellID=17851",-105.444
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBGL71, CellID=18684",-107.344
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBGL73, CellID=18686",-106.632
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR73, CellID=17866",-104.645
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBGL72, CellID=18685",-107.204
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR72, CellID=17865",-107.636
08/20/2019 01:30:00,30,"RNCCBAA","Label=WEGL71, CellID=18694",-107.118
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR71, CellID=17864",-106.696
08/20/2019 01:30:00,30,"RNCCBAA","Label=WEGL72, CellID=18695",-107.429
08/20/2019 01:30:00,30,"RNCCBAA","Label=WSRO73, CellID=17846",-106.403
08/20/2019 01:30:00,30,"RNCCBAA","Label=WEGL73, CellID=18696",-106.045
08/20/2019 01:30:00,30,"RNCCBAA","Label=WSRO72, CellID=17845",-106.03
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR12, CellID=47865",-98.36
08/20/2019 01:30:00,30,"RNCCBAA","Label=WSRO71, CellID=17844",-104.955
08/20/2019 01:30:00,30,"RNCCBAA","Label=WEGL43, CellID=48693",-106.743
08/20/2019 01:30:00,30,"RNCCBAA","Label=WEGL42, CellID=48692",-106.262
08/20/2019 01:30:00,30,"RNCCBAA","Label=WEGL41, CellID=48691",-106.9
08/20/2019 01:30:00,30,"RNCCBAA","Label=WSRO13, CellID=47846",-98.084
08/20/2019 01:30:00,30,"RNCCBAA","Label=WEGL47, CellID=18693",-106.972
