"Result  :  Query Result"
"Save Time: 08/27/2019 13:39:28"

"User Name:tec80591227"

"Total 2,736    Records"

"Start Time","Period","NE Name","GCELL","MCC","MNC","LAC","CI","Acessibilidade_Voz_GSM (%)"
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=IFSO23, CellIndex=554, CGI=724060D7F45D7","724","06","3455","17879",100
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=IBCR13, CellIndex=616, CGI=724060D7F45CD","724","06","3455","17869",100
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=IBCR12, CellIndex=615, CGI=724060D7F45CC","724","06","3455","17868",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=IBCR11, CellIndex=614, CGI=724060D7F45CB","724","06","3455","17867",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=IFSO22, CellIndex=553, CGI=724060D7F45D6","724","06","3455","17878",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=IFSO21, CellIndex=552, CGI=724060D7F45D5","724","06","3455","17877",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=IAGC13, CellIndex=524, CGI=724060D7F45AF","724","06","3455","17839",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=IAGC12, CellIndex=523, CGI=724060D7F45AE","724","06","3455","17838",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=IAGC11, CellIndex=522, CGI=724060D7F45AD","724","06","3455","17837",100
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=ISRO13, CellIndex=651, CGI=724060D7F45B9","724","06","3455","17849",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=ISRO12, CellIndex=650, CGI=724060D7F45B8","724","06","3455","17848",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=ISRO11, CellIndex=649, CGI=724060D7F45B7","724","06","3455","17847",100
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=GBCR12, CellIndex=386, CGI=724060D7F45C6","724","06","3455","17862",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=GAGC13, CellIndex=369, CGI=724060D7F45A9","724","06","3455","17833",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=GAGC12, CellIndex=368, CGI=724060D7F45A8","724","06","3455","17832",100
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=GSRO13, CellIndex=53, CGI=724060D7F45B3","724","06","3455","17843",NIL
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=GFSO13, CellIndex=321, CGI=724060D7F45D1","724","06","3455","17873",99.889
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=GFSO12, CellIndex=320, CGI=724060D7F45D0","724","06","3455","17872",99.25
08/20/2019 02:00:00,60,"BSCCBAA","LABEL=GFSO11, CellIndex=14, CGI=724060D7F45CF","724","06","3455","17871",NIL
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=IFSO23, CellIndex=554, CGI=724060D7F45D7","724","06","3455","17879",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=IBCR13, CellIndex=616, CGI=724060D7F45CD","724","06","3455","17869",NIL
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=IBCR12, CellIndex=615, CGI=724060D7F45CC","724","06","3455","17868",NIL
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=IBCR11, CellIndex=614, CGI=724060D7F45CB","724","06","3455","17867",NIL
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=IFSO22, CellIndex=553, CGI=724060D7F45D6","724","06","3455","17878",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=IFSO21, CellIndex=552, CGI=724060D7F45D5","724","06","3455","17877",NIL
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=IAGC13, CellIndex=524, CGI=724060D7F45AF","724","06","3455","17839",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=IAGC12, CellIndex=523, CGI=724060D7F45AE","724","06","3455","17838",NIL
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=IAGC11, CellIndex=522, CGI=724060D7F45AD","724","06","3455","17837",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=ISRO13, CellIndex=651, CGI=724060D7F45B9","724","06","3455","17849",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=ISRO12, CellIndex=650, CGI=724060D7F45B8","724","06","3455","17848",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=ISRO11, CellIndex=649, CGI=724060D7F45B7","724","06","3455","17847",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=GBCR12, CellIndex=386, CGI=724060D7F45C6","724","06","3455","17862",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=GAGC13, CellIndex=369, CGI=724060D7F45A9","724","06","3455","17833",NIL
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=GAGC12, CellIndex=368, CGI=724060D7F45A8","724","06","3455","17832",NIL
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=GSRO13, CellIndex=53, CGI=724060D7F45B3","724","06","3455","17843",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=GFSO13, CellIndex=321, CGI=724060D7F45D1","724","06","3455","17873",99.88
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=GFSO12, CellIndex=320, CGI=724060D7F45D0","724","06","3455","17872",100
08/20/2019 03:00:00,60,"BSCCBAA","LABEL=GFSO11, CellIndex=14, CGI=724060D7F45CF","724","06","3455","17871",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=IFSO23, CellIndex=554, CGI=724060D7F45D7","724","06","3455","17879",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=IBCR13, CellIndex=616, CGI=724060D7F45CD","724","06","3455","17869",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=IBCR12, CellIndex=615, CGI=724060D7F45CC","724","06","3455","17868",100
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=IBCR11, CellIndex=614, CGI=724060D7F45CB","724","06","3455","17867",100
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=IFSO22, CellIndex=553, CGI=724060D7F45D6","724","06","3455","17878",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=IFSO21, CellIndex=552, CGI=724060D7F45D5","724","06","3455","17877",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=IAGC13, CellIndex=524, CGI=724060D7F45AF","724","06","3455","17839",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=IAGC12, CellIndex=523, CGI=724060D7F45AE","724","06","3455","17838",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=IAGC11, CellIndex=522, CGI=724060D7F45AD","724","06","3455","17837",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=ISRO13, CellIndex=651, CGI=724060D7F45B9","724","06","3455","17849",100
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=ISRO12, CellIndex=650, CGI=724060D7F45B8","724","06","3455","17848",99.725
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=ISRO11, CellIndex=649, CGI=724060D7F45B7","724","06","3455","17847",100
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=GBCR12, CellIndex=386, CGI=724060D7F45C6","724","06","3455","17862",99.89
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=GAGC13, CellIndex=369, CGI=724060D7F45A9","724","06","3455","17833",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=GAGC12, CellIndex=368, CGI=724060D7F45A8","724","06","3455","17832",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=GSRO13, CellIndex=53, CGI=724060D7F45B3","724","06","3455","17843",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=GFSO13, CellIndex=321, CGI=724060D7F45D1","724","06","3455","17873",99.887
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=GFSO12, CellIndex=320, CGI=724060D7F45D0","724","06","3455","17872",NIL
08/20/2019 04:00:00,60,"BSCCBAA","LABEL=GFSO11, CellIndex=14, CGI=724060D7F45CF","724","06","3455","17871",NIL
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=IFSO23, CellIndex=554, CGI=724060D7F45D7","724","06","3455","17879",100
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=IBCR13, CellIndex=616, CGI=724060D7F45CD","724","06","3455","17869",100
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=IBCR12, CellIndex=615, CGI=724060D7F45CC","724","06","3455","17868",100
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=IBCR11, CellIndex=614, CGI=724060D7F45CB","724","06","3455","17867",100
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=IFSO22, CellIndex=553, CGI=724060D7F45D6","724","06","3455","17878",100
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=IFSO21, CellIndex=552, CGI=724060D7F45D5","724","06","3455","17877",NIL
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=IAGC13, CellIndex=524, CGI=724060D7F45AF","724","06","3455","17839",NIL
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=IAGC12, CellIndex=523, CGI=724060D7F45AE","724","06","3455","17838",NIL
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=IAGC11, CellIndex=522, CGI=724060D7F45AD","724","06","3455","17837",NIL
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=ISRO13, CellIndex=651, CGI=724060D7F45B9","724","06","3455","17849",100
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=ISRO12, CellIndex=650, CGI=724060D7F45B8","724","06","3455","17848",NIL
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=ISRO11, CellIndex=649, CGI=724060D7F45B7","724","06","3455","17847",100
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=GBCR12, CellIndex=386, CGI=724060D7F45C6","724","06","3455","17862",99.704
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=GAGC13, CellIndex=369, CGI=724060D7F45A9","724","06","3455","17833",NIL
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=GAGC12, CellIndex=368, CGI=724060D7F45A8","724","06","3455","17832",NIL
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=GSRO13, CellIndex=53, CGI=724060D7F45B3","724","06","3455","17843",100
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=GFSO13, CellIndex=321, CGI=724060D7F45D1","724","06","3455","17873",99.788
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=GFSO12, CellIndex=320, CGI=724060D7F45D0","724","06","3455","17872",99.562
08/20/2019 05:00:00,60,"BSCCBAA","LABEL=GFSO11, CellIndex=14, CGI=724060D7F45CF","724","06","3455","17871",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=IFSO23, CellIndex=554, CGI=724060D7F45D7","724","06","3455","17879",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=IBCR13, CellIndex=616, CGI=724060D7F45CD","724","06","3455","17869",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=IBCR12, CellIndex=615, CGI=724060D7F45CC","724","06","3455","17868",99.254
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=IBCR11, CellIndex=614, CGI=724060D7F45CB","724","06","3455","17867",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=IFSO22, CellIndex=553, CGI=724060D7F45D6","724","06","3455","17878",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=IFSO21, CellIndex=552, CGI=724060D7F45D5","724","06","3455","17877",NIL
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=IAGC13, CellIndex=524, CGI=724060D7F45AF","724","06","3455","17839",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=IAGC12, CellIndex=523, CGI=724060D7F45AE","724","06","3455","17838",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=IAGC11, CellIndex=522, CGI=724060D7F45AD","724","06","3455","17837",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=ISRO13, CellIndex=651, CGI=724060D7F45B9","724","06","3455","17849",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=ISRO12, CellIndex=650, CGI=724060D7F45B8","724","06","3455","17848",99.747
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=ISRO11, CellIndex=649, CGI=724060D7F45B7","724","06","3455","17847",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=GBCR12, CellIndex=386, CGI=724060D7F45C6","724","06","3455","17862",99.769
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=GAGC13, CellIndex=369, CGI=724060D7F45A9","724","06","3455","17833",99.541
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=GAGC12, CellIndex=368, CGI=724060D7F45A8","724","06","3455","17832",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=GSRO13, CellIndex=53, CGI=724060D7F45B3","724","06","3455","17843",99.735
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=GFSO13, CellIndex=321, CGI=724060D7F45D1","724","06","3455","17873",100
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=GFSO12, CellIndex=320, CGI=724060D7F45D0","724","06","3455","17872",99.44
08/20/2019 06:00:00,60,"BSCCBAA","LABEL=GFSO11, CellIndex=14, CGI=724060D7F45CF","724","06","3455","17871",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=IFSO23, CellIndex=554, CGI=724060D7F45D7","724","06","3455","17879",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=IBCR13, CellIndex=616, CGI=724060D7F45CD","724","06","3455","17869",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=IBCR12, CellIndex=615, CGI=724060D7F45CC","724","06","3455","17868",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=IBCR11, CellIndex=614, CGI=724060D7F45CB","724","06","3455","17867",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=IFSO22, CellIndex=553, CGI=724060D7F45D6","724","06","3455","17878",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=IFSO21, CellIndex=552, CGI=724060D7F45D5","724","06","3455","17877",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=IAGC13, CellIndex=524, CGI=724060D7F45AF","724","06","3455","17839",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=IAGC12, CellIndex=523, CGI=724060D7F45AE","724","06","3455","17838",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=IAGC11, CellIndex=522, CGI=724060D7F45AD","724","06","3455","17837",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=ISRO13, CellIndex=651, CGI=724060D7F45B9","724","06","3455","17849",100
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=ISRO12, CellIndex=650, CGI=724060D7F45B8","724","06","3455","17848",99.835
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=ISRO11, CellIndex=649, CGI=724060D7F45B7","724","06","3455","17847",99.86
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=GBCR12, CellIndex=386, CGI=724060D7F45C6","724","06","3455","17862",99.735
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=GAGC13, CellIndex=369, CGI=724060D7F45A9","724","06","3455","17833",99.766
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=GAGC12, CellIndex=368, CGI=724060D7F45A8","724","06","3455","17832",99.778
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=GSRO13, CellIndex=53, CGI=724060D7F45B3","724","06","3455","17843",99.607
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=GFSO13, CellIndex=321, CGI=724060D7F45D1","724","06","3455","17873",99.705
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=GFSO12, CellIndex=320, CGI=724060D7F45D0","724","06","3455","17872",99.158
08/20/2019 07:00:00,60,"BSCCBAA","LABEL=GFSO11, CellIndex=14, CGI=724060D7F45CF","724","06","3455","17871",99.343
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=IFSO23, CellIndex=554, CGI=724060D7F45D7","724","06","3455","17879",100
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=IBCR13, CellIndex=616, CGI=724060D7F45CD","724","06","3455","17869",100
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=IBCR12, CellIndex=615, CGI=724060D7F45CC","724","06","3455","17868",100
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=IBCR11, CellIndex=614, CGI=724060D7F45CB","724","06","3455","17867",99.774
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=IFSO22, CellIndex=553, CGI=724060D7F45D6","724","06","3455","17878",99.703
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=IFSO21, CellIndex=552, CGI=724060D7F45D5","724","06","3455","17877",100
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=IAGC13, CellIndex=524, CGI=724060D7F45AF","724","06","3455","17839",100
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=IAGC12, CellIndex=523, CGI=724060D7F45AE","724","06","3455","17838",100
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=IAGC11, CellIndex=522, CGI=724060D7F45AD","724","06","3455","17837",100
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=ISRO13, CellIndex=651, CGI=724060D7F45B9","724","06","3455","17849",100
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=ISRO12, CellIndex=650, CGI=724060D7F45B8","724","06","3455","17848",99.825
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=ISRO11, CellIndex=649, CGI=724060D7F45B7","724","06","3455","17847",100
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=GBCR12, CellIndex=386, CGI=724060D7F45C6","724","06","3455","17862",99.736
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=GAGC13, CellIndex=369, CGI=724060D7F45A9","724","06","3455","17833",99.459
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=GAGC12, CellIndex=368, CGI=724060D7F45A8","724","06","3455","17832",99.783
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=GSRO13, CellIndex=53, CGI=724060D7F45B3","724","06","3455","17843",99.837
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=GFSO13, CellIndex=321, CGI=724060D7F45D1","724","06","3455","17873",99.359
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=GFSO12, CellIndex=320, CGI=724060D7F45D0","724","06","3455","17872",98.912
08/20/2019 08:00:00,60,"BSCCBAA","LABEL=GFSO11, CellIndex=14, CGI=724060D7F45CF","724","06","3455","17871",99.768
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=IFSO23, CellIndex=554, CGI=724060D7F45D7","724","06","3455","17879",99.491
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=IBCR13, CellIndex=616, CGI=724060D7F45CD","724","06","3455","17869",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=IBCR12, CellIndex=615, CGI=724060D7F45CC","724","06","3455","17868",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=IBCR11, CellIndex=614, CGI=724060D7F45CB","724","06","3455","17867",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=IFSO22, CellIndex=553, CGI=724060D7F45D6","724","06","3455","17878",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=IFSO21, CellIndex=552, CGI=724060D7F45D5","724","06","3455","17877",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=IAGC13, CellIndex=524, CGI=724060D7F45AF","724","06","3455","17839",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=IAGC12, CellIndex=523, CGI=724060D7F45AE","724","06","3455","17838",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=IAGC11, CellIndex=522, CGI=724060D7F45AD","724","06","3455","17837",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=ISRO13, CellIndex=651, CGI=724060D7F45B9","724","06","3455","17849",99.899
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=ISRO12, CellIndex=650, CGI=724060D7F45B8","724","06","3455","17848",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=ISRO11, CellIndex=649, CGI=724060D7F45B7","724","06","3455","17847",99.748
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=GBCR12, CellIndex=386, CGI=724060D7F45C6","724","06","3455","17862",99.075
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=GAGC13, CellIndex=369, CGI=724060D7F45A9","724","06","3455","17833",99.788
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=GAGC12, CellIndex=368, CGI=724060D7F45A8","724","06","3455","17832",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=GSRO13, CellIndex=53, CGI=724060D7F45B3","724","06","3455","17843",100
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=GFSO13, CellIndex=321, CGI=724060D7F45D1","724","06","3455","17873",99.57
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=GFSO12, CellIndex=320, CGI=724060D7F45D0","724","06","3455","17872",99.064
08/20/2019 09:00:00,60,"BSCCBAA","LABEL=GFSO11, CellIndex=14, CGI=724060D7F45CF","724","06","3455","17871",99.604
08/20/2019 10:00:00,60,"BSCCBAA","LABEL=IFSO23, CellIndex=554, CGI=724060D7F45D7","724","06","3455","17879",99.772
08/20/2019 10:00:00,60,"BSCCBAA","LABEL=IBCR13, CellIndex=616, CGI=724060D7F45CD","724","06","3455","17869",100
08/20/2019 10:00:00,60,"BSCCBAA","LABEL=IBCR12, CellIndex=615, CGI=724060D7F45CC","724","06","3455","17868",100
08/20/2019 10:00:00,60,"BSCCBAA","LABEL=IBCR11, CellIndex=614, CGI=724060D7F45CB","724","06","3455","17867",99.804
08/20/2019 10:00:00,60,"BSCCBAA","LABEL=IFSO22, CellIndex=553, CGI=724060D7F45D6","724","06","3455","17878",100
08/20/2019 10:00:00,60,"BSCCBAA","LABEL=IFSO21, CellIndex=552, CGI=724060D7F45D5","724","06","3455","17877",100
08/20/2019 10:00:00,60,"BSCCBAA","LABEL=IAGC13, CellIndex=524, CGI=724060D7F45AF","724","06","3455","17839",100
08/20/2019 10:00:00,60,"BSCCBAA","LABEL=IAGC12, CellIndex=523, CGI=724060D7F45AE","724","06","3455","17838",100
08/20/2019 10:00:00,60,"BSCCBAA","LABEL=IAGC11, CellIndex=522, CGI=724060D7F45AD","724","06","3455","17837",100
